Pot.No,Block,Realized_PosA,Realized_PosB,AccID_Tester_posA,AccID_Target_posB,CommunityType,RealizedComposition,Rosette_PosA_22to24March,Rosette_PosB_22to24March,DateOfFirstFlowering.PosA,DateOfFirstFlowering.PosB,washingDateRoot,RootMass_mg,RootMass_mg_corrected,Biomass_mg_posA,Biomass_mg_posB,PotBiomass_mg
G1853,b2,Sf2,Ler,7328,6932,mixture,Sf2 Ler,10,8,04/07/2016,03/27/2016,NA,NA,NA,601,464,1065
G1854,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1855,b2,Sf2,Lov5,7328,6046,mixture,Sf2 Lov5,11,7.5,NA,NA,NA,NA,NA,586,155,741
G1856,b2,Sf2,Lp22,7328,7520,mixture,Sf2 Lp22,10.5,7,04/12/2016,03/29/2016,04/21/2012,115.5,178.34,478,642,1120
G1857,b2,Sf2,Lz,7328,6936,mixture,Sf2 Lz,9.5,9,NA,04/12/2016,NA,NA,NA,319,534,853
G1858,b2,Sf2,Mrk,7328,6937,mixture,Sf2 Mrk,8.5,9.5,04/10/2016,03/31/2016,NA,NA,NA,454,639,1093
G1859,b2,Sf2,Mz,7328,6940,mixture,Sf2 Mz,10,4.5,04/07/2016,03/29/2016,NA,NA,NA,450,112,562
G1860,b2,Sf2,Nd,7328,6942,mixture,Sf2 Nd,9.5,7.5,04/12/2016,03/29/2016,NA,NA,NA,579,363,942
G1861,b2,Sf2,Nok3,7328,6945,mixture,Sf2 Nok3,12,8,04/07/2016,NA,NA,NA,NA,549,470,1019
G1862,b2,Sf2,Omo23,7328,7519,mixture,Sf2 Omo23,10.5,9,04/10/2016,NA,NA,NA,NA,487,499,986
G1863,b2,Sf2,Oy,7328,6946,mixture,Sf2 Oy,10.5,8.5,04/07/2016,04/03/2016,NA,NA,NA,445,598,1043
G1864,b2,Sf2,Pna10,7328,7526,mixture,Sf2 Pna10,9.5,8,NA,NA,NA,NA,NA,446,545,991
G1865,b2,Sf2,Pna17,7328,7523,mixture,Sf2 Pna17,11,7,04/07/2016,NA,NA,NA,NA,561,362,923
G1866,b2,Sf2,Pro,7328,8213,mixture,Sf2 Pro,10,8,04/12/2016,03/27/2016,04/21/2012,140.5,203.34,540,363,903
G1867,b2,Sf2,Ra,7328,6958,mixture,Sf2 Ra,10,10.5,NA,03/27/2016,NA,NA,NA,341,790,1131
G1868,b2,Sf2,Ren1,7328,6959,mixture,Sf2 Ren1,9.5,7,04/10/2016,04/05/2016,04/21/2012,164.7,227.54,429,464,893
G1869,b2,Sf2,Ren11,7328,6960,mixture,Sf2 Ren11,9,7,NA,03/31/2016,NA,NA,NA,376,466,842
G1870,b2,Sf2,Rmx2,7328,7524,mixture,Sf2 Rmx2,8.5,7,04/10/2016,NA,NA,NA,NA,430,435,865
G1871,b2,Sf2,Rmx180,7328,7525,mixture,Sf2 Rmx180,10,7,04/10/2016,04/05/2016,04/21/2012,126.7,189.54,471,527,998
G1872,b2,Sf2,Rrs7,7328,7514,mixture,Sf2 Rrs7,9,8,NA,NA,NA,NA,NA,451,556,1007
G1873,b2,Sf2,Se,7328,6961,mixture,Sf2 Se,10,10,NA,NA,NA,NA,NA,425,417,842
G1874,b2,Sf2,Sha,7328,6962,mixture,Sf2 Sha,9,7,NA,03/29/2016,NA,NA,NA,452,545,997
G1875,b2,Sf2,Sorbo,7328,6963,mixture,Sf2 Sorbo,10.5,7.5,NA,NA,04/21/2012,126.1,188.94,418,468,886
G1876,b2,Sf2,Tamm2,7328,6968,mixture,Sf2 Tamm2,10,8,04/05/2016,NA,NA,NA,NA,650,287,937
G1877,b2,Sf2,Tamm27,7328,6969,mixture,Sf2 Tamm27,8.5,7.5,NA,NA,NA,NA,NA,529,320,849
G1878,b2,Sf2,Ts1,7328,6970,mixture,Sf2 Ts1,9,8,NA,04/10/2016,04/21/2012,121,183.84,380,356,736
G1879,b2,Sf2,Tsu1,7328,6972,mixture,Sf2 Tsu1,10,8.5,04/07/2016,04/03/2016,NA,NA,NA,347,651,998
G1880,b2,Sf2,Ull23,7328,6973,mixture,Sf2 Ull23,9.5,7.5,04/10/2016,03/29/2016,04/20/2012,176.7,233.33,366,665,1031
G1881,b2,Sf2,Uod1,7328,6975,mixture,Sf2 Uod1,10,6,04/07/2016,04/03/2016,04/20/2012,169.2,225.83,525,304,829
G1882,b2,Sf2,Uod7,7328,6976,mixture,Sf2 Uod7,10,8.5,04/12/2016,NA,04/21/2012,196.1,258.94,441,468,909
G1883,b2,Sf2,Van,7328,6977,mixture,Sf2 Van,9.5,7,04/12/2016,03/29/2016,04/21/2012,146.9,209.74,463,435,898
G1884,b2,Sf2,Var21,7328,7516,mixture,Sf2 Var21,10,7,NA,NA,NA,NA,NA,453,225,678
G1885,b2,Sf2,Var26,7328,7517,mixture,Sf2 Var26,10,10.5,NA,NA,NA,NA,NA,551,224,775
G1886,b2,Sf2,Wa,7328,6978,mixture,Sf2 Wa,9.5,7,NA,03/29/2016,NA,NA,NA,391,224,615
G1887,b2,Sf2,Wie,7328,6979,mixture,Sf2 Wie,10.5,8.5,NA,03/22/2016,NA,NA,NA,501,455,956
G1888,b2,Sf2,Ws0,7328,6980,mixture,Sf2 Ws0,9.5,7,NA,NA,NA,NA,NA,450,502,952
G1889,b2,Sf2,Ws2,7328,6981,mixture,Sf2 Ws2,9,7.5,04/12/2016,03/22/2016,NA,NA,NA,450,521,971
G1890,b2,Sf2,Wt5,7328,6982,mixture,Sf2 Wt5,9,6,NA,04/07/2016,NA,NA,NA,460,282,742
G1891,b2,Sf2,Yo,7328,6983,mixture,Sf2 Yo,10,7.5,NA,NA,NA,NA,NA,511,416,927
G1892,b2,Sf2,Zdr,7328,6984,mixture,Sf2 Zdr,10,8,NA,03/27/2016,NA,NA,NA,533,538,1071
G1893,b2,Sf2,Sav,7328,8412,mixture,Sf2 Sav,11.5,9,04/03/2016,03/20/2016,NA,NA,NA,599,437,1036
G1894,b2,Sf2,Uk,7328,7378,mixture,Sf2 Uk,8.5,7,04/10/2016,NA,NA,NA,NA,542,397,939
G1895,b2,Sf2,Sf2,7328,7328,monoculture,Sf2 Sf2,9.5,9.5,NA,NA,NA,NA,NA,388,494,882
G1896,b2,Sf2,St0,7328,8387,mixture,Sf2 St0,9.5,9,04/07/2016,04/03/2016,NA,NA,NA,352,636,988
G1897,b2,Sf2,Cvi,7328,6911,mixture,Sf2 Cvi,10,7.5,04/10/2016,03/29/2016,NA,NA,NA,590,291,881
G1898,b2,Sf2,Ci17,7328,6907,mixture,Sf2 Ci17,10,8,04/10/2016,NA,NA,NA,NA,392,596,988
G1899,b2,Sf2,Kno10,7328,6927,mixture,Sf2 Kno10,9.5,7,04/12/2016,NA,NA,NA,NA,417,475,892
G1900,b2,Sf2,Kn-0,7328,7186,mixture,Sf2 Kn-0,9,9,NA,03/27/2016,04/21/2012,130.5,193.34,257,731,988
G1901,b2,Sf2,Pu27,7328,6956,mixture,Sf2 Pu27,9,7,NA,NA,04/21/2012,81.5,144.34,439,154,593
G1902,b2,Sf2,Sq1,7328,6966,mixture,Sf2 Sq1,8.5,7,NA,NA,NA,NA,NA,417,367,784
G1903,b2,Sf2,Ull25,7328,6974,mixture,Sf2 Ull25,10,8.5,NA,03/31/2016,NA,NA,NA,439,626,1065
G1904,b2,Sf2,Ag,7328,6897,mixture,Sf2 Ag,9,6.5,NA,NA,NA,NA,NA,466,399,865
G1905,b2,Sf2,Gy,7328,8214,mixture,Sf2 Gy,9.5,7.5,04/10/2016,04/10/2016,NA,NA,NA,502,256,758
G1906,b2,Sf2,Bor4,7328,6903,mixture,Sf2 Bor4,9.5,8.5,NA,04/05/2016,NA,NA,NA,536,550,1086
G1907,b2,Sf2,Fab4,7328,6918,mixture,Sf2 Fab4,9.5,7.5,04/07/2016,NA,04/21/2012,101,163.84,501,192,693
G1908,b2,Sf2,Ga,7328,6919,mixture,Sf2 Ga,9.5,8,NA,04/10/2016,NA,NA,NA,475,577,1052
G1909,b2,Sf2,Kno18,7328,6928,mixture,Sf2 Kno18,10,8.5,04/12/2016,NA,NA,NA,NA,451,485,936
G1910,b2,Sf2,Mt0,7328,6939,mixture,Sf2 Mt0,8.5,8.5,NA,03/27/2016,NA,NA,NA,435,537,972
G1911,b2,Sf2,Omo21,7328,7518,mixture,Sf2 Omo21,9.5,6,04/10/2016,NA,NA,NA,NA,556,249,805
G1912,b2,Sf2,Pu223,7328,6951,mixture,Sf2 Pu223,10,7,NA,04/05/2016,NA,NA,NA,397,393,790
G1913,b2,Sf2,Rrs10,7328,7515,mixture,Sf2 Rrs10,9.5,6.5,NA,NA,04/21/2012,155,217.84,390,404,794
G1914,b2,Sf2,Fei,7328,8215,mixture,Sf2 Fei,10,8,04/12/2016,03/31/2016,NA,NA,NA,422,570,992
G1915,b2,Sf2,Kas,7328,8424,mixture,Sf2 Kas,9.5,9.5,NA,NA,NA,NA,NA,147,248,395
G1916,b2,Sf2,No,7328,7275,mixture,Sf2 No,10.5,9.5,NA,03/20/2016,NA,NA,NA,402,567,969
G1917,b2,Sf2,Bla1,7328,8264,mixture,Sf2 Bla1,10,10,04/10/2016,NA,NA,NA,NA,507,323,830
G1918,b2,Sf2,Can,7328,8274,mixture,Sf2 Can,9.5,8.5,NA,NA,NA,NA,NA,437,385,822
G1919,b2,Sf2,Ge,7328,8297,mixture,Sf2 Ge,11.5,8.5,NA,NA,04/20/2012,160.1,216.73,395,360,755
G1920,b2,St0,Wil2,8387,7413,mixture,St0 Wil2,10.5,9,NA,03/27/2016,NA,NA,NA,471,546,1017
G1921,b2,St0,Ci5,8387,6908,mixture,St0 Ci5,9.5,6,04/03/2016,NA,NA,NA,NA,501,318,819
G1922,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1923,b2,St0,Nfa10,8387,6943,mixture,St0 Nfa10,8,9,04/03/2016,NA,NA,NA,NA,524,559,1083
G1924,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1925,b2,St0,Spr16,8387,6965,mixture,St0 Spr16,9,6.5,04/03/2016,NA,04/21/2012,202.8,265.64,792,250,1042
G1926,b2,St0,Ts5,8387,6971,mixture,St0 Ts5,9.5,7.5,04/03/2016,NA,NA,NA,NA,601,393,994
G1927,b2,St0,Kz9,8387,6931,mixture,St0 Kz9,8.5,9,04/03/2016,04/03/2016,04/21/2012,197.7,260.54,461,555,1016
G1928,b2,St0,An1,8387,6898,mixture,St0 An1,8,8,03/31/2016,03/20/2016,NA,NA,NA,643,383,1026
G1929,b2,St0,Bay,8387,6899,mixture,St0 Bay,9,8,04/03/2016,03/24/2016,04/21/2012,145.5,208.34,533,686,1219
G1930,b2,St0,Bil5,8387,6900,mixture,St0 Bil5,10.5,5,03/31/2016,NA,04/21/2012,119.1,181.94,993,79,1072
G1931,b2,St0,Bil7,8387,6901,mixture,St0 Bil7,8,6.5,04/03/2016,NA,NA,NA,NA,597,117,714
G1932,b2,St0,Bor1,8387,5837,mixture,St0 Bor1,8.5,7.5,04/03/2016,04/03/2016,NA,NA,NA,604,597,1201
G1933,b2,St0,Br0,8387,6904,mixture,St0 Br0,6.5,8,04/05/2016,NA,NA,NA,NA,239,636,875
G1934,b2,St0,Bur,8387,6905,mixture,St0 Bur,9,10,04/03/2016,04/07/2016,NA,NA,NA,443,703,1146
G1935,b2,St0,C24,8387,6906,mixture,St0 C24,8.5,7.5,04/03/2016,03/31/2016,NA,NA,NA,567,489,1056
G1936,b2,St0,Col,8387,6909,mixture,St0 Col,9,8.5,04/03/2016,03/27/2016,NA,NA,NA,680,478,1158
G1937,b2,St0,Ct,8387,6910,mixture,St0 Ct,10,9,04/03/2016,03/27/2016,04/21/2012,140.8,203.64,701,442,1143
G1938,b2,St0,Ed1,8387,6009,mixture,St0 Ed1,9,7,04/03/2016,NA,NA,NA,NA,850,151,1001
G1939,b2,St0,Ed2,8387,6913,mixture,St0 Ed2,8,5,04/03/2016,NA,NA,NA,NA,742,113,855
G1940,b2,St0,Edi0,8387,6914,mixture,St0 Edi0,10,9,03/31/2016,NA,NA,NA,NA,622,371,993
G1941,b2,St0,Ei2,8387,6915,mixture,St0 Ei2,10,8,03/31/2016,04/10/2016,NA,NA,NA,608,451,1059
G1942,b2,St0,Est,8387,6916,mixture,St0 Est,7,9.5,04/03/2016,03/31/2016,NA,NA,NA,439,358,797
G1943,b2,St0,Fab2,8387,6917,mixture,St0 Fab2,8.5,6.5,04/03/2016,NA,NA,NA,NA,670,251,921
G1944,b2,St0,Got22,8387,6920,mixture,St0 Got22,8,8.5,04/03/2016,NA,NA,NA,NA,677,373,1050
G1945,b2,St0,Got7,8387,6921,mixture,St0 Got7,9.5,NA,04/03/2016,NA,NA,NA,NA,842,NA,NA
G1946,b2,St0,Gu0,8387,6922,mixture,St0 Gu0,10,7,03/31/2016,03/29/2016,04/21/2012,131.6,194.44,812,251,1063
G1947,b2,St0,Kin,8387,6926,mixture,St0 Kin,9.5,7.5,04/03/2016,04/10/2016,NA,NA,NA,654,472,1126
G1948,b2,St0,Kond,8387,6929,mixture,St0 Kond,9,10,03/31/2016,04/05/2016,NA,NA,NA,609,657,1266
G1949,b2,St0,Ler,8387,6932,mixture,St0 Ler,8,7,04/03/2016,03/27/2016,NA,NA,NA,709,376,1085
G1950,b2,St0,Lov1,8387,6043,mixture,St0 Lov1,10.5,6.5,03/31/2016,NA,NA,NA,NA,960,150,1110
G1951,b2,St0,Lov5,8387,6046,mixture,St0 Lov5,10,7.5,04/03/2016,NA,04/21/2012,148.6,211.44,761,152,913
G1952,b2,St0,Lp22,8387,7520,mixture,St0 Lp22,10,8.5,03/31/2016,03/27/2016,NA,NA,NA,607,617,1224
G1953,b2,St0,Lz,8387,6936,mixture,St0 Lz,9,9.5,04/03/2016,NA,NA,NA,NA,468,692,1160
G1954,b2,St0,Mrk,8387,6937,mixture,St0 Mrk,10,9.5,03/31/2016,04/03/2016,NA,NA,NA,606,538,1144
G1955,b2,St0,Mz,8387,6940,mixture,St0 Mz,9.5,5.5,03/31/2016,03/29/2016,NA,NA,NA,769,119,888
G1956,b2,St0,Nd,8387,6942,mixture,St0 Nd,10,8.5,03/31/2016,03/24/2016,NA,NA,NA,655,356,1011
G1957,b2,St0,Nok3,8387,6945,mixture,St0 Nok3,10,8,03/31/2016,NA,NA,NA,NA,669,403,1072
G1958,b2,St0,Omo23,8387,7519,mixture,St0 Omo23,9.5,6,04/03/2016,NA,NA,NA,NA,788,241,1029
G1959,b2,St0,Oy,8387,6946,mixture,St0 Oy,9.5,10,04/03/2016,03/31/2016,NA,NA,NA,493,711,1204
G1960,b2,St0,Pna10,8387,7526,mixture,St0 Pna10,9,7,03/31/2016,NA,NA,NA,NA,677,380,1057
G1961,b2,St0,Pna17,8387,7523,mixture,St0 Pna17,9,7,04/03/2016,NA,04/21/2012,148.6,211.44,658,325,983
G1962,b2,St0,Pro,8387,8213,mixture,St0 Pro,10.5,9,03/31/2016,03/27/2016,NA,NA,NA,759,308,1067
G1963,b2,St0,Ra,8387,6958,mixture,St0 Ra,10,10,03/31/2016,03/27/2016,NA,NA,NA,682,560,1242
G1964,b2,St0,Ren1,8387,6959,mixture,St0 Ren1,9.5,7,03/31/2016,04/05/2016,NA,NA,NA,670,438,1108
G1965,b2,St0,Ren11,8387,6960,mixture,St0 Ren11,8.5,8,04/03/2016,03/22/2016,NA,NA,NA,545,485,1030
G1966,b2,St0,Rmx2,8387,7524,mixture,St0 Rmx2,9.5,8,04/03/2016,NA,NA,NA,NA,584,424,1008
G1967,b2,St0,Rmx180,8387,7525,mixture,St0 Rmx180,9.5,7,03/31/2016,04/10/2016,NA,NA,NA,784,389,1173
G1968,b2,St0,Rrs7,8387,7514,mixture,St0 Rrs7,9.5,7,03/31/2016,NA,NA,NA,NA,493,540,1033
G1969,b2,St0,Se,8387,6961,mixture,St0 Se,9,10,03/31/2016,NA,NA,NA,NA,635,525,1160
G1970,b2,St0,Sha,8387,6962,mixture,St0 Sha,7.5,7,04/03/2016,03/31/2016,NA,NA,NA,566,415,981
G1971,b2,St0,Sorbo,8387,6963,mixture,St0 Sorbo,9.5,9,03/31/2016,NA,NA,NA,NA,585,349,934
G1972,b2,St0,Tamm2,8387,6968,mixture,St0 Tamm2,10,8.5,03/31/2016,NA,04/21/2012,149.3,212.14,691,294,985
G1973,b2,St0,Tamm27,8387,6969,mixture,St0 Tamm27,8.5,8.5,03/31/2016,NA,NA,NA,NA,755,260,1015
G1974,b2,St0,Ts1,8387,6970,mixture,St0 Ts1,9,7,04/03/2016,04/07/2016,NA,NA,NA,653,238,891
G1975,b2,St0,Tsu1,8387,6972,mixture,St0 Tsu1,9,8.5,03/31/2016,04/03/2016,NA,NA,NA,547,551,1098
G1976,b2,St0,Ull23,8387,6973,mixture,St0 Ull23,10,9,03/31/2016,03/27/2016,04/21/2012,154.5,217.34,590,823,1413
G1977,b2,St0,Uod1,8387,6975,mixture,St0 Uod1,10.5,7.5,03/31/2016,03/29/2016,NA,NA,NA,781,408,1189
G1978,b2,St0,Uod7,8387,6976,mixture,St0 Uod7,9,7,04/03/2016,NA,NA,NA,NA,621,349,970
G1979,b2,St0,Van,8387,6977,mixture,St0 Van,10,8,03/31/2016,03/29/2016,NA,NA,NA,539,396,935
G1980,b2,St0,Var21,8387,7516,mixture,St0 Var21,9.5,7,03/31/2016,NA,NA,NA,NA,660,266,926
G1981,b2,St0,Var26,8387,7517,mixture,St0 Var26,9.5,8,03/31/2016,NA,NA,NA,NA,762,163,925
G1982,b2,St0,Wa,8387,6978,mixture,St0 Wa,8,6,04/03/2016,03/29/2016,04/20/2012,135.9,192.53,578,268,846
G1983,b2,St0,Wie,8387,6979,mixture,St0 Wie,9,9.5,04/03/2016,03/20/2016,NA,NA,NA,602,371,973
G1984,b2,St0,Ws0,8387,6980,mixture,St0 Ws0,8.5,8.5,03/31/2016,NA,NA,NA,NA,596,386,982
G1985,b2,St0,Ws2,8387,6981,mixture,St0 Ws2,9,7.5,04/03/2016,03/22/2016,NA,NA,NA,643,478,1121
G1986,b2,St0,Wt5,8387,6982,mixture,St0 Wt5,10,7,04/03/2016,04/03/2016,NA,NA,NA,609,292,901
G1987,b2,St0,Yo,8387,6983,mixture,St0 Yo,10,6.5,03/31/2016,NA,NA,NA,NA,669,317,986
G1988,b2,St0,Zdr,8387,6984,mixture,St0 Zdr,10.5,7,03/31/2016,03/27/2016,NA,NA,NA,631,298,929
G1989,b2,St0,Sav,8387,8412,mixture,St0 Sav,10,9,03/31/2016,03/22/2016,NA,NA,NA,828,337,1165
G1990,b2,St0,Uk,8387,7378,mixture,St0 Uk,8.5,7,04/03/2016,NA,NA,NA,NA,696,326,1022
G1991,b2,St0,Sf2,8387,7328,mixture,St0 Sf2,9.5,8.5,03/31/2016,NA,NA,NA,NA,649,328,977
G1992,b2,St0,St0,8387,8387,monoculture,St0 St0,9,9,04/03/2016,04/03/2016,04/21/2012,151.3,214.14,526,536,1062
G1993,b2,St0,Cvi,8387,6911,mixture,St0 Cvi,10.5,7,03/31/2016,03/27/2016,04/21/2012,120.4,183.24,805,210,1015
G1994,b2,St0,Ci17,8387,6907,mixture,St0 Ci17,8.5,6,03/31/2016,NA,NA,NA,NA,677,403,1080
G1995,b2,St0,Kno10,8387,6927,mixture,St0 Kno10,9.5,8,03/31/2016,NA,04/21/2012,183.1,245.94,690,301,991
G1996,b2,St0,Kn-0,8387,7186,mixture,St0 Kn-0,10.5,7.5,03/31/2016,04/03/2016,NA,NA,NA,677,411,1088
G1997,b2,St0,Pu27,8387,6956,mixture,St0 Pu27,9.5,7.5,04/03/2016,NA,NA,NA,NA,607,311,918
G1998,b2,St0,Sq1,8387,6966,mixture,St0 Sq1,9.5,6.5,04/03/2016,NA,NA,NA,NA,687,278,965
G1999,b2,St0,Ull25,8387,6974,mixture,St0 Ull25,11.5,8,03/29/2016,03/27/2016,NA,NA,NA,789,465,1254
G2000,b2,St0,Ag,8387,6897,mixture,St0 Ag,10,6.5,04/03/2016,NA,NA,NA,NA,650,309,959
G2001,b2,St0,Gy,8387,8214,mixture,St0 Gy,9,8,03/31/2016,04/07/2016,NA,NA,NA,639,274,913
G2002,b2,St0,Bor4,8387,6903,mixture,St0 Bor4,9,7.5,04/03/2016,04/03/2016,NA,NA,NA,579,465,1044
G2003,b2,St0,Fab4,8387,6918,mixture,St0 Fab4,8,7,04/03/2016,NA,NA,NA,NA,719,173,892
G2004,b2,St0,Ga,8387,6919,mixture,St0 Ga,10,7.5,03/31/2016,04/10/2016,NA,NA,NA,664,434,1098
G2005,b2,St0,Kno18,8387,6928,mixture,St0 Kno18,11,8,03/29/2016,NA,04/21/2012,151,213.84,842,355,1197
G2006,b2,St0,Mt0,8387,6939,mixture,St0 Mt0,9.5,8.5,03/31/2016,03/27/2016,NA,NA,NA,537,491,1028
G2007,b2,St0,Omo21,8387,7518,mixture,St0 Omo21,11.5,10,03/29/2016,NA,04/20/2012,190.3,246.93,586,365,951
G2008,b2,St0,Pu223,8387,6951,mixture,St0 Pu223,9,8,03/31/2016,04/03/2016,NA,NA,NA,656,365,1021
G2009,b2,St0,Rrs10,8387,7515,mixture,St0 Rrs10,10,7.5,03/31/2016,NA,04/20/2012,179.4,236.03,638,355,993
G2010,b2,St0,Fei,8387,8215,mixture,St0 Fei,9,9,04/03/2016,03/31/2016,04/21/2012,126.8,189.64,413,578,991
G2011,b2,St0,Kas,8387,8424,mixture,St0 Kas,9,8,03/31/2016,NA,NA,NA,NA,576,492,1068
G2012,b2,St0,No,8387,7275,mixture,St0 No,9.5,9.5,03/31/2016,03/22/2016,NA,NA,NA,593,640,1233
G2013,b2,St0,Bla1,8387,8264,mixture,St0 Bla1,9,9,03/31/2016,NA,NA,NA,NA,657,258,915
G2014,b2,St0,Can,8387,8274,mixture,St0 Can,9.5,7,04/03/2016,NA,NA,NA,NA,594,286,880
G2015,b2,St0,Ge,8387,8297,mixture,St0 Ge,10,8.5,03/31/2016,NA,NA,NA,NA,573,413,986
G2016,b2,St0,Wil2,8387,7413,mixture,St0 Wil2,9.5,9,03/31/2016,03/27/2016,NA,NA,NA,533,514,1047
G2017,b2,Ci5,Ci5,6908,6908,monoculture,Ci5 Ci5,5.5,5.5,NA,NA,04/21/2012,123.7,186.54,476,492,968
G2018,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,04/10/2016,NA,NA,NA,NA,NA,NA,NA
G2019,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2020,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2021,b2,Spr16,Spr16,6965,6965,monoculture,Spr16 Spr16,5.5,7,NA,NA,04/21/2012,100.9,163.74,323,298,621
G2022,b2,Ts5,Ts5,6971,6971,monoculture,Ts5 Ts5,8,8.5,NA,NA,04/21/2012,137.7,200.54,371,395,766
G2023,b2,Kz9,Kz9,6931,6931,monoculture,Kz9 Kz9,8,9,04/10/2016,04/10/2016,04/21/2012,182.7,245.54,463,590,1053
G2024,b2,An1,An1,6898,6898,monoculture,An1 An1,9,8.5,03/22/2016,03/20/2016,04/21/2012,88,150.84,473,486,959
G2025,b2,Bay,Bay,6899,6899,monoculture,Bay Bay,9,8,03/27/2016,03/24/2016,04/21/2012,191.7,254.54,669,548,1217
G2026,b2,Bil5,Bil5,6900,6900,monoculture,Bil5 Bil5,6,6,NA,NA,04/21/2012,52.3,115.14,116,124,240
G2027,b2,Bil7,Bil7,6901,6901,monoculture,Bil7 Bil7,6,5.5,NA,NA,04/21/2012,123.8,186.64,135,99,234
G2028,b2,Bor1,Bor1,5837,5837,monoculture,Bor1 Bor1,6.5,7,04/07/2016,04/05/2016,04/21/2012,103.4,166.24,281,413,694
G2029,b2,Br0,Br0,6904,6904,monoculture,Br0 Br0,8,8,NA,NA,04/21/2012,212.5,275.34,503,513,1016
G2030,b2,Bur,Bur,6905,6905,monoculture,Bur Bur,7.5,8,04/07/2016,04/05/2016,04/21/2012,144.3,207.14,432,605,1037
G2031,b2,C24,C24,6906,6906,monoculture,C24 C24,8.5,2.5,03/29/2016,04/05/2016,04/21/2012,108.8,171.64,861,113,974
G2032,b2,Col,Col,6909,6909,monoculture,Col Col,10,8.5,03/27/2016,03/27/2016,04/21/2012,114.6,177.44,602,462,1064
G2033,b2,Ct,Ct,6910,6910,monoculture,Ct Ct,9,9.5,03/27/2016,03/27/2016,04/21/2012,134.5,197.34,515,550,1065
G2034,b2,Ed1,Ed1,6009,6009,monoculture,Ed1 Ed1,7.5,6.5,NA,NA,04/21/2012,72.7,135.54,223,202,425
G2035,b2,Ed2,Ed2,6913,6913,monoculture,Ed2 Ed2,7.5,7.5,NA,NA,04/21/2012,66.4,129.24,169,195,364
G2036,b2,Edi0,Edi0,6914,6914,monoculture,Edi0 Edi0,8.5,8,NA,NA,04/21/2012,210.7,273.54,437,356,793
G2037,b2,Ei2,Ei2,6915,6915,monoculture,Ei2 Ei2,8,8,04/07/2016,04/10/2016,04/21/2012,231.2,294.04,435,665,1100
G2038,b2,Est,Est,6916,6916,monoculture,Est Est,8.5,10,03/31/2016,03/29/2016,04/21/2012,156.1,218.94,336,470,806
G2039,b2,Fab2,Fab2,6917,6917,monoculture,Fab2 Fab2,8.5,7.5,NA,NA,04/21/2012,79.1,141.94,348,267,615
G2040,b2,Got22,Got22,6920,6920,monoculture,Got22 Got22,9.5,8.5,NA,NA,04/21/2012,163.3,226.14,459,349,808
G2041,b2,Got7,Got7,6921,6921,monoculture,Got7 Got7,8,9,NA,NA,04/21/2012,204.5,267.34,427,454,881
G2042,b2,Gu0,Gu0,6922,6922,monoculture,Gu0 Gu0,7.5,7,03/27/2016,03/27/2016,04/21/2012,79.9,142.74,355,315,670
G2043,b2,Kin,Kin,6926,6926,monoculture,Kin Kin,8.5,6,04/05/2016,04/10/2016,04/21/2012,166,228.84,581,284,865
G2044,b2,Kond,Kond,6929,6929,monoculture,Kond Kond,10,9,NA,04/12/2016,NA,NA,NA,486,475,961
G2045,b2,Ler,Ler,6932,6932,monoculture,Ler Ler,7,6,03/27/2016,03/27/2016,04/21/2012,118.9,181.74,421,485,906
G2046,b2,Lov1,Lov1,6043,6043,monoculture,Lov1 Lov1,7,6.5,NA,NA,04/21/2012,50.9,113.74,170,146,316
G2047,b2,Lov5,Lov5,6046,6046,monoculture,Lov5 Lov5,7,7,NA,NA,04/21/2012,95.7,158.54,217,245,462
G2048,b2,Lp22,Lp22,7520,7520,monoculture,Lp22 Lp22,7,8,03/29/2016,03/29/2016,04/21/2012,180.9,243.74,450,587,1037
G2049,b2,Lz,Lz,6936,6936,monoculture,Lz Lz,9,9,04/12/2016,04/12/2016,04/21/2012,235.5,298.34,588,599,1187
G2050,b2,Mrk,Mrk,6937,6937,monoculture,Mrk Mrk,9,8,03/31/2016,04/03/2016,04/21/2012,162,224.84,660,482,1142
G2051,b2,Mz,Mz,6940,6940,monoculture,Mz Mz,9,6,03/27/2016,03/27/2016,04/21/2012,133.5,196.34,893,121,1014
G2052,b2,Nd,Nd,6942,6942,monoculture,Nd Nd,7.5,8,03/27/2016,03/29/2016,04/21/2012,106,168.84,441,478,919
G2053,b2,Nok3,Nok3,6945,6945,monoculture,Nok3 Nok3,7,9,NA,NA,04/21/2012,102.4,165.24,338,451,789
G2054,b2,Omo23,Omo23,7519,7519,monoculture,Omo23 Omo23,7.5,7.5,NA,NA,04/21/2012,201.8,264.64,470,438,908
G2055,b2,Oy,Oy,6946,6946,monoculture,Oy Oy,10,9,03/31/2016,03/31/2016,04/21/2012,170,232.84,702,681,1383
